PID,RegistrationID,InstrumentID,AssessmentName,InstrumentTitle,ItemID,Key,Value
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,InstrumentOrder,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,InstrumentSection,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,ItemOrder,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,Response,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,Position,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,DateCreated,2023-02-06T21:29:34-0600
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Title,NumberFormatting,xxxx.x
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Instructions,InstrumentOrder,1
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Instructions,InstrumentSection,2
cdir12,13133306-6634-48E7-82B9-3F407236F63D,8DD63186-2D12-4221-8DBD-6163A9F47F47,Assessment 1,Caregiver Checklist,CareCL_Instructions,ItemOrder,1
