PID,RegistrationID,InstrumentID,AssessmentName,InstrumentTitle,ItemID,Key,Value
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,InstrumentOrder,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,InstrumentSection,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,ItemOrder,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,Handedness,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,Response,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,Position,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,DateCreated,2023-02-09T19:05:08-0600
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Title,NumberFormatting,xxxx.x
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Instructions,InstrumentOrder,1
NBT_PROMIS_12m,4CBB1317-89C9-4AF5-9114-B7B2B339DB16,1352A9C6-69AB-4FD1-A41B-EF2F0BE89E14,Arithmetic,Verbal Arithmetic,REMA_Instructions,InstrumentSection,2
