PID,RegistrationID,InstrumentID,AssessmentName,InstrumentTitle,ItemID,Key,Value
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,InstrumentOrder,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,InstrumentSection,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,ItemOrder,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,Handedness,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,Response,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,Position,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,DateCreated,2023-02-09T18:17:59-0600
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,RothIBQ-R_Title,NumberFormatting,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,InstrumentOrder,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,InstrumentSection,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,ItemOrder,2
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,Handedness,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,Response,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,Position,2
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,DateCreated,2023-02-09T18:18:06-0600
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_Intro_IBQ-R,NumberFormatting,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,InstrumentOrder,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,InstrumentSection,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,ItemOrder,3
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,Handedness,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,Response,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,Score,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,Position,3
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,ResponseTime,1.710
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,DateCreated,2023-02-09T18:18:07-0600
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh1,NumberFormatting,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,InstrumentOrder,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,InstrumentSection,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,ItemOrder,4
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,Handedness,1
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,Response,2
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,Score,2
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,Position,4
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,ResponseTime,0.443
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,DateCreated,2023-02-09T18:18:25-0600
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh2,NumberFormatting,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,7F416CEC-94CE-4271-A725-D39C7748AAA5,ICBQ-VSF,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh3,InstrumentOrder,1
