PID,RegistrationID,InstrumentID,AssessmentName,InstrumentTitle,ItemID,Key,Value
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,InstrumentOrder,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,InstrumentSection,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,ItemOrder,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,Response,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,Position,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,DateCreated,2023-02-07T22:06:06-0600
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_Title,NumberFormatting,xxxx.x
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,InstrumentOrder,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,InstrumentSection,2
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,ItemOrder,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,Response,1
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,Position,2
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,DateCreated,2023-02-07T22:06:08-0600
cdi17,04941E1D-DEBD-4B58-AB1B-33DA3B0C9D5F,4B4EC549-A6A1-4A3B-A763-6C3696A2FCE2,Assessment 1,Subitizing,NRS_TI,NumberFormatting,xxxx.x
