PID,RegistrationID,AssessmentName,InstrumentID,InstrumentName,ItemID,Response,Score,TScore,TScoreStandardError,Theta,ThetaStandardError,Position,ResponseTime,DateCreated,NumberFormatting
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouchTouch_Title,1,,,,,,1,,2023-02-09T22:10:07-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouchTouch_I,1,,,,,,2,,2023-02-09T22:10:08-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_1_6s,-9,0,,,,,3,5.291,2023-02-09T22:10:31-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_2_6s,-9,0,,,,,4,5.294,2023-02-09T22:10:54-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_3_6s,-9,0,,,,,5,5.291,2023-02-09T22:11:18-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_4_11s,-9,0,,,,,6,5.292,2023-02-09T22:11:46-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_5_11s,-9,0,,,,,7,5.294,2023-02-09T22:12:15-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_6_11s,-9,0,,,,,8,5.291,2023-02-09T22:12:43-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_7_11s,-9,0,,,,,9,5.291,2023-02-09T22:13:12-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_8_13s,-9,0,,,,,10,5.292,2023-02-09T22:13:43-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_9_13s,-9,0,,,,,11,5.293,2023-02-09T22:14:13-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_10_13s,-9,0,,,,,12,5.294,2023-02-09T22:14:44-0600,xxxx.x
567,AD357C3F-060C-4969-BA70-E4755E3B6B0C,VDR RT 2923 5,DFC4CE63-C4F6-4BB1-B092-AD0ABE7D88DE,Visual Delayed Response,VDRTouch_11_13s,-9,0,,,,,13,5.293,2023-02-09T22:15:14-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouchTouch_Title,1,,,,,,1,,2023-02-09T22:03:45-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouchTouch_I,1,,,,,,2,,2023-02-09T22:03:47-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_1_6s,2,1,,,,,3,2.791,2023-02-09T22:04:07-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_2_6s,2,0,,,,,4,3.824,2023-02-09T22:04:34-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_3_6s,2,1,,,,,5,0.250,2023-02-09T22:04:53-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_4_11s,2,1,,,,,6,0.282,2023-02-09T22:05:22-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_5_11s,1,1,,,,,7,0.249,2023-02-09T22:05:49-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_6_11s,1,1,,,,,8,0.206,2023-02-09T22:06:18-0600,xxxx.x
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDR RT 2923 4,AD7257EC-A1AB-42E0-A88D-92FCBB373758,Visual Delayed Response,VDRTouch_7_11s,2,1,,,,,9,0.407,2023-02-09T22:06:47-0600,xxxx.x
